gene	Pattern_cls_hypoxia
MSMEG_4178	Med-slow
MSMEG_4179	Fast
MSMEG_4180	Fast
MSMEG_4181	Fast
MSMEG_4182	Med-fast
MSMEG_4183	Fast
MSMEG_4185	Med-slow
MSMEG_4186	Med-fast
MSMEG_4187	Slow
MSMEG_4188	Med-slow
MSMEG_4189	Med-fast
MSMEG_4190	Med-fast
MSMEG_4191	Fast
MSMEG_4192	Fast
MSMEG_4193	Med-slow
MSMEG_4194	Fast
MSMEG_4195	Fast
MSMEG_4196	Fast
MSMEG_4197	Fast
MSMEG_4198	Med-fast
MSMEG_4199	Slow
MSMEG_4200	Med-fast
MSMEG_4202	Fast
MSMEG_4204	Fast
MSMEG_4205	Med-slow
MSMEG_4210	Med-slow
MSMEG_4211	Fast
MSMEG_4212	Fast
MSMEG_4213	Med-slow
MSMEG_4214	Med-fast
MSMEG_4215	Fast
MSMEG_4216	Med-slow
MSMEG_4217	Med-fast
MSMEG_4218	Med-fast
MSMEG_4219	Fast
MSMEG_4220	Med-slow
MSMEG_4221	Med-fast
MSMEG_4222	Med-fast
MSMEG_4224	Fast
MSMEG_4225	Med-fast
MSMEG_4226	Med-slow
MSMEG_4227	Med-slow
MSMEG_4228	Med-fast
MSMEG_4229	Fast
MSMEG_4230	Slow
MSMEG_4231	Slow
MSMEG_4232	Med-slow
MSMEG_4233	Med-slow
MSMEG_4234	Med-slow
MSMEG_4235	Med-fast
MSMEG_4236	Fast
MSMEG_4237	Fast
MSMEG_4238	Fast
MSMEG_4239	Med-fast
MSMEG_4240	Med-fast
MSMEG_4241	Med-slow
MSMEG_4242	Fast
MSMEG_4243	Fast
MSMEG_4244	Med-fast
MSMEG_4245	Med-fast
MSMEG_4246	Fast
MSMEG_4247	Fast
MSMEG_4248	Med-fast
MSMEG_4249	Med-slow
MSMEG_4250	Med-fast
MSMEG_4251	Fast
MSMEG_4252	Med-fast
MSMEG_4253	Med-fast
MSMEG_4254	Med-slow
MSMEG_4256	Med-slow
MSMEG_4257	Fast
MSMEG_4258	Med-slow
MSMEG_4259	Med-fast
MSMEG_4260	Fast
MSMEG_4261	Med-fast
MSMEG_4262	Slow
MSMEG_4263	Slow
MSMEG_4264	Med-slow
MSMEG_4265	Fast
MSMEG_4267	Med-slow
MSMEG_4268	Med-fast
MSMEG_4269	Med-fast
MSMEG_4270	Med-fast
MSMEG_4272	Fast
MSMEG_4273	Fast
MSMEG_4274	Med-fast
MSMEG_4275	Slow
MSMEG_4276	Fast
MSMEG_4277	Med-slow
MSMEG_4278	Med-fast
MSMEG_4279	Med-fast
MSMEG_4280	Med-slow
MSMEG_4281	Med-slow
MSMEG_4282	Fast
MSMEG_4283	Med-fast
MSMEG_4284	Slow
MSMEG_4285	Med-fast
MSMEG_4286	Fast
MSMEG_4287	Fast
MSMEG_4288	Fast
MSMEG_4289	Med-slow
MSMEG_4290	Slow
MSMEG_4291	Med-fast
MSMEG_4292	Med-fast
MSMEG_4293	Med-fast
MSMEG_4294	Med-fast
MSMEG_4295	Med-slow
MSMEG_4296	Slow
MSMEG_4298	Med-fast
MSMEG_4299	Med-slow
MSMEG_4300	Med-slow
MSMEG_4301	Fast
MSMEG_4302	Fast
MSMEG_4303	Med-fast
MSMEG_4305	Med-slow
MSMEG_4306	Med-slow
MSMEG_4307	Med-slow
MSMEG_4308	Med-fast
MSMEG_4309	Med-slow
MSMEG_4311	Med-slow
MSMEG_4313	Med-fast
MSMEG_4314	Med-fast
MSMEG_4315	Med-slow
MSMEG_4316	Med-slow
MSMEG_4317	Med-slow
MSMEG_4320	Med-fast
MSMEG_4321	Med-fast
MSMEG_4322	Fast
MSMEG_4323	Med-slow
MSMEG_4324	Med-fast
MSMEG_4325	Fast
MSMEG_4326	Med-fast
MSMEG_4327	Med-slow
MSMEG_4328	Med-slow
MSMEG_4329	Med-slow
MSMEG_4330	Med-slow
MSMEG_4331	Med-fast
MSMEG_4332	Med-slow
MSMEG_4333	Med-fast
MSMEG_4334	Med-slow
MSMEG_4335	Med-slow
MSMEG_4336	Med-fast
MSMEG_4337	Med-fast
MSMEG_4338	Med-fast
MSMEG_4339	Med-slow
MSMEG_4340	Med-slow
MSMEG_4342	Med-slow
MSMEG_4343	Med-fast
MSMEG_4344	Med-slow
MSMEG_4346	Med-fast
MSMEG_4347	Med-fast
MSMEG_4348	Med-slow
MSMEG_4349	Med-slow
MSMEG_4351	Med-slow
MSMEG_4352	Med-slow
MSMEG_4353	Med-fast
MSMEG_4355	Med-slow
MSMEG_4356	Med-slow
MSMEG_4357	Slow
MSMEG_4358	Med-slow
MSMEG_4359	Med-fast
MSMEG_4360	Fast
MSMEG_4361	Med-fast
MSMEG_4362	Fast
MSMEG_4363	Med-fast
MSMEG_4365	Med-slow
MSMEG_4366	Med-fast
MSMEG_4367	Slow
MSMEG_4368	Med-fast
MSMEG_4370	Med-fast
MSMEG_4376	Med-slow
MSMEG_4379	Fast
MSMEG_4380	Fast
MSMEG_4381	Med-slow
MSMEG_4382	Med-slow
MSMEG_4383	Slow
MSMEG_4384	Med-fast
MSMEG_4388	Med-slow
MSMEG_4389	Slow
MSMEG_4394	Med-fast
MSMEG_4396	Med-fast
MSMEG_4399	Med-fast
MSMEG_4400	Med-slow
MSMEG_4401	Med-fast
MSMEG_4402	Med-fast
MSMEG_4403	Med-fast
MSMEG_4410	Fast
MSMEG_4411	Fast
MSMEG_4419	Fast
MSMEG_4427	Med-fast
MSMEG_4430	Med-fast
MSMEG_4431	Fast
MSMEG_4437	Med-fast
MSMEG_4440	Med-fast
MSMEG_4441	Med-slow
MSMEG_4444	Fast
MSMEG_4447	Fast
MSMEG_4448	Fast
MSMEG_4449	Fast
MSMEG_4450	Med-slow
MSMEG_4451	Med-slow
MSMEG_4454	Med-slow
MSMEG_4455	Med-slow
MSMEG_4456	Fast
MSMEG_4463	Med-fast
MSMEG_4464	Med-slow
MSMEG_4465	Med-fast
MSMEG_4466	Med-fast
MSMEG_4467	Med-fast
MSMEG_4468	Med-slow
MSMEG_4469	Slow
MSMEG_4470	Med-fast
MSMEG_4472	Med-fast
MSMEG_4473	Med-fast
MSMEG_4474	Med-slow
MSMEG_4475	Med-fast
MSMEG_4476	Med-fast
MSMEG_4477	Med-fast
MSMEG_4479	Fast
MSMEG_4480	Med-fast
MSMEG_4481	Fast
MSMEG_4482	Fast
MSMEG_4483	Fast
MSMEG_4484	Med-slow
MSMEG_4485	Med-fast
MSMEG_4486	Med-fast
MSMEG_4488	Slow
MSMEG_4489	Med-slow
MSMEG_4490	Med-fast
MSMEG_4491	Med-fast
MSMEG_4492	Med-slow
MSMEG_4493	Med-slow
MSMEG_4494	Med-slow
MSMEG_4495	Med-slow
MSMEG_4496	Med-fast
MSMEG_4497	Fast
MSMEG_4499	Fast
MSMEG_4501	Med-slow
MSMEG_4502	Slow
MSMEG_4504	Med-slow
MSMEG_4505	Fast
MSMEG_4507	Med-slow
MSMEG_4522	Fast
MSMEG_4524	Slow
MSMEG_4525	Fast
MSMEG_4527	Fast
MSMEG_4528	Med-slow
MSMEG_4529	Med-slow
MSMEG_4530	Slow
MSMEG_4531	Slow
MSMEG_4532	Slow
MSMEG_4533	Slow
MSMEG_4534	Med-fast
MSMEG_4535	Med-slow
MSMEG_4536	Slow
MSMEG_4537	Med-slow
MSMEG_4538	Slow
MSMEG_4540	Slow
MSMEG_4544	Med-slow
MSMEG_4550	Med-fast
MSMEG_4553	Med-fast
MSMEG_4554	Med-fast
MSMEG_4555	Med-fast
MSMEG_4556	Med-fast
MSMEG_4557	Slow
MSMEG_4558	Fast
MSMEG_4559	Slow
MSMEG_4560	Slow
MSMEG_4561	Med-slow
MSMEG_4563	Fast
MSMEG_4565	Med-fast
MSMEG_4567	Med-slow
MSMEG_4568	Fast
MSMEG_4569	Med-slow
MSMEG_4570	Med-fast
MSMEG_4571	Med-fast
MSMEG_4572	Med-fast
MSMEG_4574	Med-slow
MSMEG_4575	Med-slow
MSMEG_4576	Med-fast
MSMEG_4577	Slow
MSMEG_4578	Slow
MSMEG_4579	Med-slow
MSMEG_4580	Med-fast
MSMEG_4581	Med-fast
MSMEG_4582	Med-slow
MSMEG_4583	Med-fast
MSMEG_4584	Fast
MSMEG_4585	Med-fast
MSMEG_4586	Med-fast
MSMEG_4588	Med-fast
MSMEG_4592	Med-slow
MSMEG_4594	Med-slow
MSMEG_4595	Med-fast
MSMEG_4596	Med-slow
MSMEG_4597	Med-fast
MSMEG_4598	Med-slow
MSMEG_4599	Fast
MSMEG_4601	Fast
MSMEG_4604	Fast
MSMEG_4609	Fast
MSMEG_4614	Med-fast
MSMEG_4617	Med-fast
MSMEG_4618	Fast
MSMEG_4620	Fast
MSMEG_4621	Slow
MSMEG_4622	Fast
MSMEG_4624	Slow
MSMEG_4625	Med-fast
MSMEG_4626	Med-slow
MSMEG_4627	Med-slow
MSMEG_4628	Med-slow
MSMEG_4630	Med-fast
MSMEG_4631	Med-slow
MSMEG_4632	Med-fast
MSMEG_4633	Med-slow
MSMEG_4635	Med-slow
MSMEG_4636	Slow
MSMEG_4639	Med-slow
MSMEG_4640	Fast
MSMEG_4641	Med-fast
MSMEG_4644	Slow
MSMEG_4645	Slow
MSMEG_4646	Fast
MSMEG_4647	Med-slow
MSMEG_4649	Fast
MSMEG_4650	Med-fast
MSMEG_4651	Med-slow
MSMEG_4652	Med-fast
MSMEG_4653	Med-slow
MSMEG_4654	Med-slow
MSMEG_4655	Med-slow
MSMEG_4656	Slow
MSMEG_4657	Med-slow
MSMEG_4658	Med-slow
MSMEG_4659	Fast
MSMEG_4661	Med-fast
MSMEG_4662	Med-slow
MSMEG_4663	Slow
MSMEG_4665	Med-slow
MSMEG_4666	Med-slow
MSMEG_4667	Med-slow
MSMEG_4668	Med-fast
MSMEG_4669	Med-slow
MSMEG_4670	Med-slow
MSMEG_4671	Fast
MSMEG_4672	Med-fast
MSMEG_4673	Med-fast
MSMEG_4674	Slow
MSMEG_4678	Fast
MSMEG_4679	Med-slow
MSMEG_4680	Fast
MSMEG_4681	Fast
MSMEG_4682	Med-fast
MSMEG_4683	Med-fast
MSMEG_4684	Med-slow
MSMEG_4685	Med-slow
MSMEG_4686	Slow
MSMEG_4687	Med-fast
MSMEG_4688	Med-fast
MSMEG_4689	Fast
MSMEG_4690	Med-fast
MSMEG_4691	Med-fast
MSMEG_4692	Med-fast
MSMEG_4693	Fast
MSMEG_4694	Fast
MSMEG_4695	Med-fast
MSMEG_4696	Med-slow
MSMEG_4697	Med-slow
MSMEG_4698	Med-slow
MSMEG_4699	Med-slow
MSMEG_4700	Slow
MSMEG_4701	Med-fast
MSMEG_4702	Med-fast
MSMEG_4703	Med-slow
MSMEG_4704	Med-slow
MSMEG_4705	Med-fast
MSMEG_4707	Fast
MSMEG_4708	Fast
MSMEG_4709	Med-fast
MSMEG_4710	Med-slow
MSMEG_4711	Med-slow
MSMEG_4712	Med-slow
MSMEG_4714	Med-slow
MSMEG_4715	Med-slow
MSMEG_4716	Slow
MSMEG_4717	Med-slow
MSMEG_4718	Med-slow
MSMEG_4719	Med-slow
MSMEG_4720	Fast
MSMEG_4721	Med-slow
MSMEG_4722	Med-fast
MSMEG_4723	Med-fast
MSMEG_4724	Fast
MSMEG_4727	Slow
MSMEG_4731	Med-slow
MSMEG_4733	Med-slow
MSMEG_4738	Med-fast
MSMEG_4741	Med-slow
MSMEG_4743	Med-fast
MSMEG_4744	Fast
MSMEG_4745	Fast
MSMEG_4747	Fast
MSMEG_4748	Fast
MSMEG_4752	Fast
MSMEG_4753	Med-fast
MSMEG_4754	Med-slow
MSMEG_4755	Med-fast
MSMEG_4756	Med-slow
MSMEG_4758	Fast
MSMEG_4759	Fast
MSMEG_4763	Med-slow
MSMEG_4764	Med-fast
MSMEG_4765	Fast
MSMEG_4766	Med-fast
MSMEG_4767	Med-fast
MSMEG_4768	Fast
MSMEG_4769	Med-slow
MSMEG_4771	Med-fast
MSMEG_4772	Med-fast
MSMEG_4776	Fast
MSMEG_4779	Med-fast
MSMEG_4784	Fast
MSMEG_4787	Med-fast
MSMEG_4790	Med-slow
MSMEG_4791	Med-fast
MSMEG_4796	Fast
MSMEG_4799	Fast
MSMEG_4803	Med-fast
MSMEG_4804	Med-fast
MSMEG_4807	Med-fast
MSMEG_4811	Med-slow
MSMEG_4815	Med-slow
MSMEG_4820	Fast
MSMEG_4825	Fast
MSMEG_4827	Med-slow
MSMEG_4828	Med-slow
MSMEG_4829	Med-slow
MSMEG_4830	Med-fast
MSMEG_4831	Med-slow
MSMEG_4832	Slow
MSMEG_4833	Med-slow
MSMEG_4834	Med-fast
MSMEG_4836	Med-slow
MSMEG_4840	Med-slow
MSMEG_4847	Fast
MSMEG_4848	Fast
MSMEG_4849	Med-fast
MSMEG_4854	Slow
MSMEG_4872	Med-fast
MSMEG_4877	Med-slow
MSMEG_4879	Med-slow
MSMEG_4881	Med-fast
MSMEG_4883	Med-fast
MSMEG_4885	Med-slow
MSMEG_4887	Med-slow
MSMEG_4888	Med-slow
MSMEG_4890	Slow
MSMEG_4891	Slow
MSMEG_4892	Fast
MSMEG_4893	Fast
MSMEG_4894	Med-slow
MSMEG_4895	Med-fast
MSMEG_4896	Med-fast
MSMEG_4898	Fast
MSMEG_4899	Med-slow
MSMEG_4900	Fast
MSMEG_4901	Fast
MSMEG_4902	Fast
MSMEG_4903	Med-slow
MSMEG_4904	Med-fast
MSMEG_4905	Med-slow
MSMEG_4906	Med-slow
MSMEG_4907	Med-slow
MSMEG_4908	Med-fast
MSMEG_4909	Fast
MSMEG_4910	Fast
MSMEG_4911	Fast
MSMEG_4912	Med-slow
MSMEG_4913	Med-fast
MSMEG_4914	Slow
MSMEG_4915	Med-fast
MSMEG_4916	Med-fast
MSMEG_4917	Fast
MSMEG_4918	Med-slow
MSMEG_4919	Fast
MSMEG_4920	Med-slow
MSMEG_4921	Fast
MSMEG_4922	Med-fast
MSMEG_4923	Fast
MSMEG_4924	Med-fast
MSMEG_4925	Med-fast
MSMEG_4926	Med-fast
MSMEG_4927	Med-fast
MSMEG_4932	Fast
MSMEG_4933	Slow
MSMEG_4934	Med-fast
MSMEG_4935	Slow
MSMEG_4936	Slow
MSMEG_4937	Slow
MSMEG_4938	Slow
MSMEG_4939	Slow
MSMEG_4940	Slow
MSMEG_4941	Slow
MSMEG_4942	Med-fast
MSMEG_4943	Fast
MSMEG_4944	Med-fast
MSMEG_4945	Med-fast
MSMEG_4946	Fast
MSMEG_4947	Med-fast
MSMEG_4948	Med-fast
MSMEG_4949	Slow
MSMEG_4950	Med-fast
MSMEG_4951	Fast
MSMEG_4953	Fast
MSMEG_4954	Med-slow
MSMEG_4955	Slow
MSMEG_4957	Slow
MSMEG_4958	Slow
MSMEG_4959	Med-slow
MSMEG_4961	Med-slow
MSMEG_4962	Med-slow
MSMEG_4964	Slow
MSMEG_4965	Med-slow
MSMEG_4966	Med-slow
MSMEG_4967	Med-fast
MSMEG_4968	Med-fast
MSMEG_4969	Slow
MSMEG_4970	Slow
MSMEG_4971	Med-fast
MSMEG_4972	Fast
MSMEG_4973	Fast
MSMEG_4974	Med-fast
MSMEG_4975	Med-fast
MSMEG_4976	Med-fast
MSMEG_4977	Med-fast
MSMEG_4980	Med-slow
MSMEG_4982	Fast
MSMEG_4983	Med-slow
MSMEG_4987	Med-fast
MSMEG_4988	Med-slow
MSMEG_4989	Med-fast
MSMEG_4990	Med-fast
MSMEG_4991	Med-slow
MSMEG_4992	Fast
MSMEG_4993	Med-slow
MSMEG_4995	Med-fast
MSMEG_4996	Med-slow
MSMEG_4997	Med-slow
MSMEG_4998	Med-fast
MSMEG_4999	Med-fast
MSMEG_5001	Med-fast
MSMEG_5002	Med-slow
MSMEG_5003	Med-slow
MSMEG_5004	Med-slow
MSMEG_5005	Med-fast
MSMEG_5006	Med-fast
MSMEG_5007	Fast
MSMEG_5008	Slow
MSMEG_5009	Slow
MSMEG_5010	Med-slow
MSMEG_5011	Med-fast
MSMEG_5013	Med-slow
MSMEG_5014	Slow
MSMEG_5015	Med-slow
MSMEG_5016	Med-slow
MSMEG_5017	Med-slow
MSMEG_5018	Fast
MSMEG_5019	Med-fast
MSMEG_5023	Med-slow
MSMEG_5025	Slow
MSMEG_5028	Fast
MSMEG_5029	Med-slow
MSMEG_5030	Fast
MSMEG_5031	Fast
MSMEG_5032	Med-fast
MSMEG_5036	Med-slow
MSMEG_5037	Med-fast
MSMEG_5038	Med-fast
MSMEG_5039	Med-slow
MSMEG_5040	Med-slow
MSMEG_5041	Med-slow
MSMEG_5042	Fast
MSMEG_5043	Fast
MSMEG_5044	Med-slow
MSMEG_5045	Med-slow
MSMEG_5046	Fast
MSMEG_5047	Med-fast
MSMEG_5048	Med-fast
MSMEG_5049	Slow
MSMEG_5050	Fast
MSMEG_5051	Slow
MSMEG_5052	Fast
MSMEG_5053	Fast
MSMEG_5054	Slow
MSMEG_5055	Med-slow
MSMEG_5056	Fast
MSMEG_5057	Med-slow
MSMEG_5058	Slow
MSMEG_5059	Med-slow
MSMEG_5060	Med-slow
MSMEG_5061	Fast
MSMEG_5062	Med-slow
MSMEG_5063	Fast
MSMEG_5064	Med-slow
MSMEG_5065	Med-fast
MSMEG_5066	Med-fast
MSMEG_5067	Med-slow
MSMEG_5068	Fast
MSMEG_5069	Med-slow
MSMEG_5070	Med-slow
MSMEG_5071	Med-fast
MSMEG_5072	Fast
MSMEG_5073	Fast
MSMEG_5074	Fast
MSMEG_5076	Slow
MSMEG_5078	Med-slow
MSMEG_5079	Med-slow
MSMEG_5080	Med-fast
MSMEG_5081	Fast
MSMEG_5082	Med-slow
MSMEG_5083	Med-slow
MSMEG_5084	Med-slow
MSMEG_5085	Med-slow
MSMEG_5086	Med-slow
MSMEG_5087	Med-fast
MSMEG_5088	Med-slow
MSMEG_5089	Fast
MSMEG_5090	Med-slow
MSMEG_5091	Med-slow
MSMEG_5092	Med-slow
MSMEG_5093	Med-fast
MSMEG_5094	Med-fast
MSMEG_5095	Med-slow
MSMEG_5096	Med-fast
MSMEG_5100	Slow
MSMEG_5101	Fast
MSMEG_5102	Fast
MSMEG_5103	Med-fast
MSMEG_5104	Slow
MSMEG_5106	Med-fast
MSMEG_5107	Med-fast
MSMEG_5109	Fast
MSMEG_5111	Med-fast
MSMEG_5112	Med-slow
MSMEG_5114	Med-fast
MSMEG_5115	Med-slow
MSMEG_5116	Fast
MSMEG_5117	Med-slow
MSMEG_5118	Fast
MSMEG_5119	Med-fast
MSMEG_5120	Med-fast
MSMEG_5121	Med-fast
MSMEG_5122	Med-fast
MSMEG_5124	Med-fast
MSMEG_5126	Med-fast
MSMEG_5127	Med-fast
MSMEG_5128	Med-slow
MSMEG_5129	Med-slow
MSMEG_5130	Fast
MSMEG_5131	Med-slow
MSMEG_5132	Med-fast
MSMEG_5135	Med-fast
MSMEG_5136	Fast
MSMEG_5140	Med-slow
MSMEG_5141	Med-slow
MSMEG_5142	Fast
MSMEG_5145	Med-fast
MSMEG_5148	Med-slow
MSMEG_5149	Fast
MSMEG_5151	Med-fast
MSMEG_5152	Med-fast
MSMEG_5153	Med-slow
MSMEG_5154	Fast
MSMEG_5155	Med-slow
MSMEG_5156	Fast
MSMEG_5157	Med-fast
MSMEG_5158	Med-fast
MSMEG_5159	Med-slow
MSMEG_5160	Med-fast
MSMEG_5161	Slow
MSMEG_5162	Fast
MSMEG_5163	Slow
MSMEG_5164	Med-slow
MSMEG_5166	Med-slow
MSMEG_5167	Med-slow
MSMEG_5168	Med-slow
MSMEG_5169	Fast
MSMEG_5170	Fast
MSMEG_5171	Med-fast
MSMEG_5172	Med-fast
MSMEG_5173	Med-fast
MSMEG_5174	Med-fast
MSMEG_5175	Fast
MSMEG_5176	Slow
MSMEG_5177	Med-slow
MSMEG_5178	Med-slow
MSMEG_5179	Fast
MSMEG_5180	Slow
MSMEG_5181	Med-fast
MSMEG_5182	Med-slow
MSMEG_5183	Slow
MSMEG_5184	Med-fast
MSMEG_5185	Slow
MSMEG_5187	Fast
MSMEG_5189	Med-slow
MSMEG_5190	Fast
MSMEG_5191	Med-slow
MSMEG_5192	Med-slow
MSMEG_5193	Med-fast
MSMEG_5194	Med-slow
MSMEG_5198	Med-slow
MSMEG_5199	Slow
MSMEG_5201	Med-slow
MSMEG_5202	Med-fast
MSMEG_5209	Med-fast
MSMEG_5210	Med-slow
MSMEG_5211	Slow
MSMEG_5212	Med-slow
MSMEG_5213	Fast
MSMEG_5214	Fast
MSMEG_5215	Fast
MSMEG_5216	Med-fast
MSMEG_5217	Fast
MSMEG_5218	Med-fast
MSMEG_5219	Med-fast
MSMEG_5220	Med-fast
MSMEG_5221	Fast
MSMEG_5222	Med-fast
MSMEG_5223	Med-fast
MSMEG_5224	Fast
MSMEG_5225	Med-fast
MSMEG_5226	Med-fast
MSMEG_5227	Med-slow
MSMEG_5228	Med-slow
MSMEG_5229	Med-fast
MSMEG_5230	Fast
MSMEG_5235	Med-slow
MSMEG_5236	Med-slow
MSMEG_5237	Fast
MSMEG_5238	Med-slow
MSMEG_5239	Med-fast
MSMEG_5240	Slow
MSMEG_5241	Med-slow
MSMEG_5242	Med-fast
MSMEG_5243	Med-fast
MSMEG_5244	Med-slow
MSMEG_5245	Med-fast
MSMEG_5246	Fast
MSMEG_5247	Med-fast
MSMEG_5248	Fast
MSMEG_5249	Fast
MSMEG_5250	Med-fast
MSMEG_5251	Med-slow
MSMEG_5252	Med-slow
MSMEG_5253	Slow
MSMEG_5254	Med-slow
MSMEG_5255	Med-slow
MSMEG_5256	Fast
MSMEG_5257	Fast
MSMEG_5258	Med-slow
MSMEG_5259	Med-slow
MSMEG_5260	Med-slow
MSMEG_5261	Fast
MSMEG_5262	Med-fast
MSMEG_5263	Med-fast
MSMEG_5264	Med-fast
MSMEG_5265	Med-fast
MSMEG_5266	Med-slow
MSMEG_5267	Med-fast
MSMEG_5268	Med-slow
MSMEG_5270	Med-slow
MSMEG_5271	Fast
MSMEG_5272	Med-fast
MSMEG_5273	Med-slow
MSMEG_5274	Med-slow
MSMEG_5275	Fast
MSMEG_5276	Med-fast
MSMEG_5277	Med-slow
MSMEG_5278	Med-slow
MSMEG_5279	Med-fast
MSMEG_5280	Slow
MSMEG_5281	Med-slow
MSMEG_5282	Med-fast
MSMEG_5284	Med-fast
MSMEG_5285	Med-fast
MSMEG_5286	Fast
MSMEG_5287	Med-fast
MSMEG_5288	Med-slow
MSMEG_5289	Fast
MSMEG_5291	Med-fast
MSMEG_5292	Fast
MSMEG_5293	Fast
MSMEG_5294	Fast
MSMEG_5295	Med-fast
MSMEG_5297	Fast
MSMEG_5298	Fast
MSMEG_5303	Fast
MSMEG_5304	Med-slow
MSMEG_5306	Med-slow
MSMEG_5307	Fast
MSMEG_5308	Fast
MSMEG_5309	Med-slow
MSMEG_5310	Med-slow
MSMEG_5312	Fast
MSMEG_5315	Fast
MSMEG_5316	Med-fast
MSMEG_5318	Fast
MSMEG_5319	Med-slow
MSMEG_5323	Med-slow
MSMEG_5324	Fast
MSMEG_5325	Fast
MSMEG_5327	Med-slow
MSMEG_5328	Med-slow
MSMEG_5329	Fast
MSMEG_5330	Med-slow
MSMEG_5333	Med-slow
MSMEG_5335	Med-slow
MSMEG_5336	Fast
MSMEG_5339	Fast
MSMEG_5340	Fast
MSMEG_5342	Med-slow
MSMEG_5343	Med-slow
MSMEG_5344	Fast
MSMEG_5345	Med-fast
MSMEG_5346	Fast
MSMEG_5349	Med-slow
MSMEG_5350	Med-fast
MSMEG_5351	Fast
MSMEG_5352	Fast
MSMEG_5354	Med-slow
MSMEG_5355	Fast
MSMEG_5356	Fast
MSMEG_5358	Slow
MSMEG_5359	Med-slow
MSMEG_5360	Fast
MSMEG_5362	Med-fast
MSMEG_5363	Med-fast
MSMEG_5368	Slow
MSMEG_5369	Med-fast
MSMEG_5373	Slow
MSMEG_5374	Slow
MSMEG_5375	Fast
MSMEG_5377	Med-slow
MSMEG_5378	Med-fast
MSMEG_5379	Med-fast
MSMEG_5383	Med-slow
MSMEG_5388	Fast
MSMEG_5390	Med-slow
MSMEG_5395	Fast
MSMEG_5396	Med-fast
MSMEG_5398	Med-fast
MSMEG_5399	Med-fast
MSMEG_5400	Med-slow
MSMEG_5401	Med-fast
MSMEG_5402	Fast
MSMEG_5404	Slow
MSMEG_5405	Fast
MSMEG_5406	Fast
MSMEG_5407	Fast
MSMEG_5408	Med-fast
MSMEG_5409	Med-slow
MSMEG_5410	Med-slow
MSMEG_5411	Med-slow
MSMEG_5412	Med-slow
MSMEG_5413	Slow
MSMEG_5414	Slow
MSMEG_5415	Med-slow
MSMEG_5416	Fast
MSMEG_5421	Med-fast
MSMEG_5422	Med-slow
MSMEG_5423	Med-fast
MSMEG_5424	Fast
MSMEG_5426	Med-slow
MSMEG_5427	Med-fast
MSMEG_5428	Med-slow
MSMEG_5429	Slow
MSMEG_5430	Med-slow
MSMEG_5431	Slow
MSMEG_5432	Slow
MSMEG_5433	Med-fast
MSMEG_5434	Med-slow
MSMEG_5435	Fast
MSMEG_5436	Med-fast
MSMEG_5437	Fast
MSMEG_5438	Med-slow
MSMEG_5439	Med-fast
MSMEG_5440	Med-fast
MSMEG_5441	Med-fast
MSMEG_5442	Med-fast
MSMEG_5443	Slow
MSMEG_5444	Med-slow
MSMEG_5445	Med-fast
MSMEG_5446	Med-fast
MSMEG_5447	Med-fast
MSMEG_5448	Fast
MSMEG_5450	Fast
MSMEG_5451	Fast
MSMEG_5452	Med-fast
MSMEG_5453	Med-fast
MSMEG_5454	Slow
MSMEG_5457	Med-fast
MSMEG_5458	Fast
MSMEG_5460	Med-slow
MSMEG_5462	Med-fast
MSMEG_5463	Med-fast
MSMEG_5465	Med-fast
MSMEG_5466	Med-slow
MSMEG_5468	Med-fast
MSMEG_5469	Med-slow
MSMEG_5470	Med-fast
MSMEG_5471	Fast
MSMEG_5472	Fast
MSMEG_5473	Med-slow
MSMEG_5475	Med-fast
MSMEG_5479	Fast
MSMEG_5480	Med-slow
MSMEG_5481	Fast
MSMEG_5482	Med-fast
MSMEG_5483	Med-slow
MSMEG_5484	Med-fast
MSMEG_5485	Med-slow
MSMEG_5486	Med-slow
MSMEG_5487	Med-fast
MSMEG_5488	Fast
MSMEG_5489	Med-fast
MSMEG_5491	Fast
MSMEG_5492	Med-fast
MSMEG_5493	Slow
MSMEG_5495	Med-slow
MSMEG_5497	Med-slow
MSMEG_5504	Fast
MSMEG_5505	Fast
MSMEG_5506	Fast
MSMEG_5509	Med-fast
MSMEG_5511	Med-slow
MSMEG_5512	Med-fast
MSMEG_5513	Med-slow
MSMEG_5514	Slow
MSMEG_5515	Slow
MSMEG_5516	Fast
MSMEG_5517	Med-slow
MSMEG_5518	Med-slow
MSMEG_5520	Med-slow
MSMEG_5521	Med-fast
MSMEG_5522	Fast
MSMEG_5525	Slow
MSMEG_5526	Fast
MSMEG_5527	Fast
MSMEG_5534	Fast
MSMEG_5535	Fast
MSMEG_5536	Fast
MSMEG_5537	Med-fast
MSMEG_5538	Med-slow
MSMEG_5539	Med-fast
MSMEG_5541	Slow
MSMEG_5542	Med-slow
MSMEG_5543	Med-slow
MSMEG_5544	Med-fast
MSMEG_5545	Fast
MSMEG_5546	Fast
MSMEG_5547	Med-slow
MSMEG_5548	Med-fast
MSMEG_5549	Med-fast
MSMEG_5551	Med-fast
MSMEG_5552	Fast
MSMEG_5553	Fast
MSMEG_5554	Fast
MSMEG_5556	Med-fast
MSMEG_5557	Med-slow
MSMEG_5558	Slow
MSMEG_5559	Med-slow
MSMEG_5560	Med-slow
MSMEG_5562	Fast
MSMEG_5564	Med-slow
MSMEG_5566	Fast
MSMEG_5567	Fast
MSMEG_5568	Med-slow
