gene	Pattern_cls_logPhase
MSMEG_4300	Fast
MSMEG_4301	Fast
MSMEG_4302	Fast
MSMEG_4304	Med-fast
MSMEG_4305	Med-fast
MSMEG_4306	Med-fast
MSMEG_4307	Fast
MSMEG_4308	Med-fast
MSMEG_4309	Med-fast
MSMEG_4310	Slow
MSMEG_4311	Med-fast
MSMEG_4313	Slow
MSMEG_4314	Med-fast
MSMEG_4315	Fast
MSMEG_4316	Med-fast
MSMEG_4317	Slow
MSMEG_4320	Med-fast
MSMEG_4321	Med-fast
MSMEG_4322	Med-fast
MSMEG_4323	Slow
MSMEG_4324	Slow
MSMEG_4325	Med-fast
MSMEG_4330	Med-slow
MSMEG_4332	Med-fast
MSMEG_4335	Fast
MSMEG_4336	Med-fast
MSMEG_4337	Med-fast
MSMEG_4338	Fast
MSMEG_4339	Med-slow
MSMEG_4340	Slow
MSMEG_4342	Med-fast
MSMEG_4343	Fast
MSMEG_4344	Med-fast
MSMEG_4346	Med-slow
MSMEG_4347	Fast
MSMEG_4348	Med-fast
MSMEG_4349	Med-fast
MSMEG_4350	Med-fast
MSMEG_4351	Med-fast
MSMEG_4352	Med-fast
MSMEG_4353	Med-fast
MSMEG_4354	Med-fast
MSMEG_4355	Med-fast
MSMEG_4356	Med-fast
MSMEG_4358	Slow
MSMEG_4360	Med-fast
MSMEG_4361	Slow
MSMEG_4362	Fast
MSMEG_4365	Med-fast
MSMEG_4366	Med-fast
MSMEG_4368	Slow
MSMEG_4369	Fast
MSMEG_4370	Med-fast
MSMEG_4371	Med-slow
MSMEG_4372	Med-fast
MSMEG_4376	Fast
MSMEG_4379	Med-fast
MSMEG_4381	Med-fast
MSMEG_4382	Med-fast
MSMEG_4383	Fast
MSMEG_4384	Med-fast
MSMEG_4385	Med-fast
MSMEG_4386	Med-fast
MSMEG_4393	Med-fast
MSMEG_4394	Med-fast
MSMEG_4395	Med-fast
MSMEG_4396	Med-fast
MSMEG_4399	Med-fast
MSMEG_4401	Slow
MSMEG_4402	Med-fast
MSMEG_4403	Med-fast
MSMEG_4427	Med-fast
MSMEG_4428	Slow
MSMEG_4430	Med-fast
MSMEG_4431	Fast
MSMEG_4433	Med-fast
MSMEG_4434	Med-slow
MSMEG_4435	Slow
MSMEG_4437	Med-fast
MSMEG_4441	Fast
MSMEG_4449	Fast
MSMEG_4450	Med-fast
MSMEG_4451	Fast
MSMEG_4453	Med-fast
MSMEG_4454	Med-fast
MSMEG_4455	Med-fast
MSMEG_4456	Fast
MSMEG_4460	Slow
MSMEG_4461	Med-fast
MSMEG_4463	Med-fast
MSMEG_4464	Med-fast
MSMEG_4466	Med-slow
MSMEG_4467	Fast
MSMEG_4468	Med-fast
MSMEG_4469	Med-fast
MSMEG_4470	Med-fast
MSMEG_4471	Med-fast
MSMEG_4472	Slow
MSMEG_4473	Med-fast
MSMEG_4474	Slow
MSMEG_4475	Med-slow
MSMEG_4476	Med-fast
MSMEG_4477	Med-fast
MSMEG_4479	Fast
MSMEG_4480	Med-fast
MSMEG_4482	Fast
MSMEG_4483	Med-fast
MSMEG_4484	Med-fast
MSMEG_4485	Fast
MSMEG_4486	Slow
MSMEG_4487	Med-fast
MSMEG_4488	Med-fast
MSMEG_4489	Fast
MSMEG_4490	Fast
MSMEG_4491	Med-slow
MSMEG_4492	Med-fast
MSMEG_4493	Slow
MSMEG_4494	Med-fast
MSMEG_4495	Fast
MSMEG_4496	Fast
MSMEG_4497	Fast
MSMEG_4499	Slow
MSMEG_4500	Fast
MSMEG_4501	Med-fast
MSMEG_4502	Med-fast
MSMEG_4504	Fast
MSMEG_4505	Med-fast
MSMEG_4515	Med-fast
MSMEG_4516	Med-fast
MSMEG_4518	Med-slow
MSMEG_4519	Slow
MSMEG_4522	Fast
MSMEG_4524	Fast
MSMEG_4525	Med-fast
MSMEG_4527	Fast
MSMEG_4528	Fast
MSMEG_4529	Med-fast
MSMEG_4530	Slow
MSMEG_4531	Med-fast
MSMEG_4532	Med-fast
MSMEG_4533	Med-fast
MSMEG_4534	Med-fast
MSMEG_4535	Fast
MSMEG_4536	Med-fast
MSMEG_4537	Med-fast
MSMEG_4538	Med-fast
MSMEG_4539	Med-fast
MSMEG_4540	Slow
MSMEG_4544	Slow
MSMEG_4545	Slow
MSMEG_4550	Slow
MSMEG_4553	Med-fast
MSMEG_4554	Med-fast
MSMEG_4555	Fast
MSMEG_4556	Med-fast
MSMEG_4558	Med-fast
MSMEG_4559	Slow
MSMEG_4560	Med-fast
MSMEG_4561	Med-fast
MSMEG_4563	Fast
MSMEG_4567	Med-fast
MSMEG_4569	Med-fast
MSMEG_4570	Fast
MSMEG_4571	Fast
MSMEG_4572	Med-fast
MSMEG_4573	Slow
MSMEG_4576	Slow
MSMEG_4577	Med-fast
MSMEG_4578	Med-fast
MSMEG_4579	Med-fast
MSMEG_4580	Fast
MSMEG_4581	Med-fast
MSMEG_4582	Med-fast
MSMEG_4583	Fast
MSMEG_4584	Med-fast
MSMEG_4585	Med-slow
MSMEG_4586	Slow
MSMEG_4589	Slow
MSMEG_4590	Med-fast
MSMEG_4592	Med-slow
MSMEG_4593	Med-fast
MSMEG_4595	Med-fast
MSMEG_4596	Med-fast
MSMEG_4597	Med-fast
MSMEG_4598	Slow
MSMEG_4599	Fast
MSMEG_4601	Med-fast
MSMEG_4604	Med-fast
MSMEG_4606	Fast
MSMEG_4609	Fast
MSMEG_4611	Slow
MSMEG_4617	Fast
MSMEG_4619	Med-slow
MSMEG_4620	Med-fast
MSMEG_4621	Med-fast
MSMEG_4623	Med-fast
MSMEG_4624	Med-fast
MSMEG_4625	Med-fast
MSMEG_4626	Fast
MSMEG_4627	Med-fast
MSMEG_4630	Fast
MSMEG_4631	Slow
MSMEG_4632	Med-fast
MSMEG_4633	Med-fast
MSMEG_4635	Med-slow
MSMEG_4637	Fast
MSMEG_4639	Med-fast
MSMEG_4640	Med-fast
MSMEG_4641	Med-slow
MSMEG_4644	Slow
MSMEG_4645	Med-fast
MSMEG_4646	Med-fast
MSMEG_4647	Med-fast
MSMEG_4648	Fast
MSMEG_4649	Fast
MSMEG_4651	Slow
MSMEG_4652	Med-fast
MSMEG_4653	Med-fast
MSMEG_4654	Med-fast
MSMEG_4656	Med-fast
MSMEG_4657	Med-fast
MSMEG_4658	Med-fast
MSMEG_4659	Slow
MSMEG_4662	Slow
MSMEG_4663	Med-fast
MSMEG_4664	Slow
MSMEG_4665	Med-fast
MSMEG_4667	Med-fast
MSMEG_4668	Med-fast
MSMEG_4670	Med-fast
MSMEG_4671	Fast
MSMEG_4672	Med-fast
MSMEG_4673	Med-fast
MSMEG_4674	Med-fast
MSMEG_4677	Med-fast
MSMEG_4678	Med-fast
MSMEG_4679	Fast
MSMEG_4680	Med-fast
MSMEG_4681	Fast
MSMEG_4682	Med-fast
MSMEG_4683	Fast
MSMEG_4684	Fast
MSMEG_4685	Slow
MSMEG_4686	Med-fast
MSMEG_4687	Slow
MSMEG_4688	Slow
MSMEG_4689	Med-slow
MSMEG_4690	Slow
MSMEG_4691	Med-slow
MSMEG_4692	Slow
MSMEG_4693	Slow
MSMEG_4694	Med-fast
MSMEG_4695	Med-slow
MSMEG_4696	Med-slow
MSMEG_4697	Slow
MSMEG_4698	Slow
MSMEG_4699	Slow
MSMEG_4700	Med-fast
MSMEG_4701	Med-fast
MSMEG_4702	Med-fast
MSMEG_4704	Med-fast
MSMEG_4705	Med-fast
MSMEG_4707	Slow
MSMEG_4709	Med-fast
MSMEG_4710	Med-fast
MSMEG_4711	Med-fast
MSMEG_4712	Slow
MSMEG_4713	Slow
MSMEG_4719	Fast
MSMEG_4720	Fast
MSMEG_4721	Med-fast
MSMEG_4722	Med-fast
MSMEG_4723	Med-fast
MSMEG_4724	Med-fast
MSMEG_4726	Med-fast
MSMEG_4727	Slow
MSMEG_4733	Med-fast
MSMEG_4734	Fast
MSMEG_4735	Med-fast
MSMEG_4736	Fast
MSMEG_4737	Fast
MSMEG_4738	Fast
MSMEG_4739	Med-fast
MSMEG_4740	Fast
MSMEG_4741	Fast
MSMEG_4742	Slow
MSMEG_4745	Fast
MSMEG_4747	Slow
MSMEG_4748	Med-fast
MSMEG_4750	Fast
MSMEG_4752	Med-fast
MSMEG_4754	Slow
MSMEG_4761	Med-slow
MSMEG_4762	Fast
MSMEG_4763	Med-fast
MSMEG_4764	Slow
MSMEG_4765	Med-fast
MSMEG_4766	Med-fast
MSMEG_4767	Fast
MSMEG_4770	Fast
MSMEG_4771	Med-fast
MSMEG_4772	Med-fast
MSMEG_4773	Med-slow
MSMEG_4774	Med-fast
MSMEG_4779	Fast
MSMEG_4789	Med-fast
MSMEG_4790	Med-fast
MSMEG_4791	Med-fast
MSMEG_4793	Med-fast
MSMEG_4794	Fast
MSMEG_4795	Slow
MSMEG_4803	Med-slow
MSMEG_4804	Fast
MSMEG_4805	Slow
MSMEG_4809	Slow
MSMEG_4812	Med-fast
MSMEG_4814	Slow
MSMEG_4818	Med-fast
MSMEG_4823	Slow
MSMEG_4825	Med-fast
MSMEG_4826	Med-fast
MSMEG_4827	Med-fast
MSMEG_4828	Slow
MSMEG_4831	Slow
MSMEG_4832	Slow
MSMEG_4833	Med-fast
MSMEG_4834	Med-fast
MSMEG_4836	Med-fast
MSMEG_4838	Fast
MSMEG_4844	Slow
MSMEG_4847	Fast
MSMEG_4848	Fast
MSMEG_4849	Med-fast
MSMEG_4850	Slow
MSMEG_4852	Med-fast
MSMEG_4853	Slow
MSMEG_4855	Med-fast
MSMEG_4856	Fast
MSMEG_4877	Med-fast
MSMEG_4879	Slow
MSMEG_4885	Med-fast
MSMEG_4887	Med-slow
MSMEG_4890	Slow
MSMEG_4892	Slow
MSMEG_4893	Fast
MSMEG_4894	Fast
MSMEG_4896	Fast
MSMEG_4898	Fast
MSMEG_4899	Med-fast
MSMEG_4900	Med-fast
MSMEG_4901	Med-fast
MSMEG_4902	Slow
MSMEG_4903	Slow
MSMEG_4904	Med-fast
MSMEG_4905	Slow
MSMEG_4906	Slow
MSMEG_4907	Fast
MSMEG_4908	Med-fast
MSMEG_4909	Med-fast
MSMEG_4910	Fast
MSMEG_4911	Med-fast
MSMEG_4912	Med-fast
MSMEG_4913	Slow
MSMEG_4914	Med-fast
MSMEG_4915	Med-fast
MSMEG_4916	Fast
MSMEG_4917	Med-fast
MSMEG_4918	Slow
MSMEG_4919	Med-fast
MSMEG_4920	Slow
MSMEG_4921	Fast
MSMEG_4922	Fast
MSMEG_4923	Med-fast
MSMEG_4924	Med-fast
MSMEG_4925	Med-fast
MSMEG_4926	Med-fast
MSMEG_4927	Med-fast
MSMEG_4932	Fast
MSMEG_4934	Med-fast
MSMEG_4940	Slow
MSMEG_4942	Med-fast
MSMEG_4943	Med-fast
MSMEG_4944	Med-fast
MSMEG_4945	Med-fast
MSMEG_4946	Med-fast
MSMEG_4947	Med-fast
MSMEG_4948	Med-fast
MSMEG_4949	Fast
MSMEG_4950	Fast
MSMEG_4951	Med-fast
MSMEG_4952	Med-fast
MSMEG_4953	Fast
MSMEG_4954	Med-fast
MSMEG_4957	Slow
MSMEG_4958	Fast
MSMEG_4959	Fast
MSMEG_4961	Slow
MSMEG_4962	Med-fast
MSMEG_4963	Med-fast
MSMEG_4964	Med-slow
MSMEG_4965	Med-fast
MSMEG_4966	Fast
MSMEG_4967	Med-fast
MSMEG_4968	Med-fast
MSMEG_4969	Fast
MSMEG_4970	Slow
MSMEG_4971	Med-fast
MSMEG_4972	Med-fast
MSMEG_4973	Fast
MSMEG_4974	Med-fast
MSMEG_4975	Med-fast
MSMEG_4976	Med-fast
MSMEG_4977	Med-fast
MSMEG_4978	Med-fast
MSMEG_4979	Med-fast
MSMEG_4980	Med-fast
MSMEG_4982	Med-fast
MSMEG_4983	Med-slow
MSMEG_4984	Fast
MSMEG_4985	Slow
MSMEG_4986	Slow
MSMEG_4987	Med-fast
MSMEG_4988	Med-fast
MSMEG_4989	Fast
MSMEG_4990	Med-fast
MSMEG_4991	Slow
MSMEG_4993	Slow
MSMEG_4995	Med-fast
MSMEG_4996	Fast
MSMEG_4997	Med-fast
MSMEG_4998	Fast
MSMEG_4999	Med-fast
MSMEG_5002	Med-fast
MSMEG_5004	Med-fast
MSMEG_5005	Fast
MSMEG_5006	Fast
MSMEG_5007	Fast
MSMEG_5008	Fast
MSMEG_5009	Med-fast
MSMEG_5010	Fast
MSMEG_5011	Fast
MSMEG_5012	Slow
MSMEG_5013	Med-fast
MSMEG_5014	Slow
MSMEG_5015	Med-fast
MSMEG_5016	Med-fast
MSMEG_5017	Med-fast
MSMEG_5018	Med-fast
MSMEG_5019	Med-fast
MSMEG_5020	Slow
MSMEG_5023	Fast
MSMEG_5024	Fast
MSMEG_5025	Med-slow
MSMEG_5026	Fast
MSMEG_5028	Med-fast
MSMEG_5029	Fast
MSMEG_5030	Med-fast
MSMEG_5031	Med-fast
MSMEG_5032	Med-fast
MSMEG_5036	Med-fast
MSMEG_5037	Med-fast
MSMEG_5038	Med-fast
MSMEG_5039	Med-fast
MSMEG_5040	Med-fast
MSMEG_5041	Fast
MSMEG_5042	Fast
MSMEG_5043	Med-slow
MSMEG_5044	Med-fast
MSMEG_5045	Slow
MSMEG_5046	Fast
MSMEG_5047	Med-fast
MSMEG_5048	Med-slow
MSMEG_5049	Med-fast
MSMEG_5050	Med-fast
MSMEG_5051	Slow
MSMEG_5052	Fast
MSMEG_5053	Fast
MSMEG_5054	Med-fast
MSMEG_5055	Slow
MSMEG_5056	Slow
MSMEG_5058	Slow
MSMEG_5059	Med-fast
MSMEG_5060	Fast
MSMEG_5061	Med-fast
MSMEG_5062	Slow
MSMEG_5063	Med-fast
MSMEG_5064	Med-fast
MSMEG_5065	Med-fast
MSMEG_5066	Fast
MSMEG_5067	Fast
MSMEG_5068	Med-fast
MSMEG_5069	Med-fast
MSMEG_5070	Fast
MSMEG_5071	Med-fast
MSMEG_5072	Med-fast
MSMEG_5073	Med-slow
MSMEG_5075	Fast
MSMEG_5076	Med-fast
MSMEG_5078	Med-fast
MSMEG_5079	Slow
MSMEG_5080	Fast
MSMEG_5081	Med-fast
MSMEG_5082	Med-fast
MSMEG_5083	Med-fast
MSMEG_5084	Med-slow
MSMEG_5085	Fast
MSMEG_5086	Med-fast
MSMEG_5087	Slow
MSMEG_5088	Med-slow
MSMEG_5089	Med-fast
MSMEG_5090	Slow
MSMEG_5091	Slow
MSMEG_5093	Med-fast
MSMEG_5094	Fast
MSMEG_5095	Med-fast
MSMEG_5096	Med-fast
MSMEG_5100	Med-fast
MSMEG_5101	Fast
MSMEG_5102	Fast
MSMEG_5103	Med-fast
MSMEG_5104	Med-fast
MSMEG_5111	Med-fast
MSMEG_5112	Fast
MSMEG_5114	Med-fast
MSMEG_5118	Med-slow
MSMEG_5120	Med-slow
MSMEG_5121	Slow
MSMEG_5122	Slow
MSMEG_5124	Med-fast
MSMEG_5126	Fast
MSMEG_5127	Fast
MSMEG_5128	Med-fast
MSMEG_5129	Med-fast
MSMEG_5130	Fast
MSMEG_5131	Slow
MSMEG_5132	Fast
MSMEG_5135	Fast
MSMEG_5138	Med-slow
MSMEG_5140	Slow
MSMEG_5143	Med-fast
MSMEG_5144	Med-fast
MSMEG_5145	Med-fast
MSMEG_5146	Fast
MSMEG_5147	Med-fast
MSMEG_5148	Fast
MSMEG_5149	Fast
MSMEG_5150	Med-fast
MSMEG_5151	Slow
MSMEG_5152	Slow
MSMEG_5153	Med-slow
MSMEG_5154	Slow
MSMEG_5155	Med-fast
MSMEG_5156	Fast
MSMEG_5158	Med-fast
MSMEG_5159	Fast
MSMEG_5160	Fast
MSMEG_5161	Med-fast
MSMEG_5163	Slow
MSMEG_5164	Fast
MSMEG_5166	Med-slow
MSMEG_5170	Fast
MSMEG_5171	Med-slow
MSMEG_5172	Fast
MSMEG_5173	Fast
MSMEG_5174	Med-fast
MSMEG_5175	Fast
MSMEG_5176	Med-slow
MSMEG_5177	Med-fast
MSMEG_5178	Med-fast
MSMEG_5180	Med-fast
MSMEG_5181	Med-fast
MSMEG_5182	Slow
MSMEG_5184	Med-fast
MSMEG_5185	Med-fast
MSMEG_5186	Med-fast
MSMEG_5187	Med-fast
MSMEG_5188	Med-fast
MSMEG_5189	Med-slow
MSMEG_5190	Med-fast
MSMEG_5191	Med-fast
MSMEG_5192	Slow
MSMEG_5193	Med-fast
MSMEG_5194	Fast
MSMEG_5196	Slow
MSMEG_5197	Med-fast
MSMEG_5198	Med-fast
MSMEG_5199	Slow
MSMEG_5201	Med-fast
MSMEG_5202	Med-fast
MSMEG_5203	Med-fast
MSMEG_5205	Fast
MSMEG_5207	Fast
MSMEG_5208	Fast
MSMEG_5209	Med-fast
MSMEG_5210	Med-fast
MSMEG_5211	Med-fast
MSMEG_5212	Fast
MSMEG_5213	Med-fast
MSMEG_5215	Med-slow
MSMEG_5216	Med-fast
MSMEG_5218	Fast
MSMEG_5219	Fast
MSMEG_5220	Fast
MSMEG_5221	Fast
MSMEG_5222	Med-fast
MSMEG_5223	Fast
MSMEG_5224	Fast
MSMEG_5225	Med-fast
MSMEG_5226	Med-fast
MSMEG_5227	Fast
MSMEG_5228	Med-fast
MSMEG_5229	Med-fast
MSMEG_5230	Med-fast
MSMEG_5231	Med-fast
MSMEG_5233	Fast
MSMEG_5234	Med-fast
MSMEG_5235	Med-fast
MSMEG_5236	Med-fast
MSMEG_5237	Med-fast
MSMEG_5238	Med-fast
MSMEG_5239	Med-fast
MSMEG_5240	Slow
MSMEG_5247	Slow
MSMEG_5248	Med-fast
MSMEG_5249	Med-fast
MSMEG_5250	Med-fast
MSMEG_5251	Med-slow
MSMEG_5252	Med-fast
MSMEG_5255	Med-fast
MSMEG_5256	Med-fast
MSMEG_5257	Fast
MSMEG_5258	Med-fast
MSMEG_5259	Fast
MSMEG_5260	Fast
MSMEG_5261	Fast
MSMEG_5262	Med-fast
MSMEG_5263	Med-fast
MSMEG_5264	Med-fast
MSMEG_5265	Slow
MSMEG_5266	Med-fast
MSMEG_5267	Med-slow
MSMEG_5268	Slow
MSMEG_5269	Med-slow
MSMEG_5270	Med-fast
MSMEG_5271	Med-fast
MSMEG_5272	Med-fast
MSMEG_5273	Slow
MSMEG_5274	Med-fast
MSMEG_5275	Slow
MSMEG_5276	Slow
MSMEG_5277	Slow
MSMEG_5278	Slow
MSMEG_5279	Med-fast
MSMEG_5280	Med-fast
MSMEG_5281	Fast
MSMEG_5282	Fast
MSMEG_5283	Slow
MSMEG_5284	Med-slow
MSMEG_5285	Med-fast
MSMEG_5286	Med-fast
MSMEG_5287	Med-fast
MSMEG_5289	Fast
MSMEG_5290	Fast
MSMEG_5291	Fast
MSMEG_5292	Fast
MSMEG_5293	Fast
MSMEG_5294	Slow
MSMEG_5298	Med-fast
MSMEG_5299	Slow
MSMEG_5301	Slow
MSMEG_5302	Med-slow
MSMEG_5303	Med-fast
MSMEG_5304	Med-fast
MSMEG_5306	Med-slow
MSMEG_5307	Med-fast
MSMEG_5308	Fast
MSMEG_5309	Slow
MSMEG_5310	Med-slow
MSMEG_5315	Med-fast
MSMEG_5316	Med-fast
MSMEG_5317	Med-fast
MSMEG_5318	Fast
MSMEG_5322	Slow
MSMEG_5323	Med-fast
MSMEG_5324	Fast
MSMEG_5325	Med-fast
MSMEG_5328	Slow
MSMEG_5329	Slow
MSMEG_5330	Slow
MSMEG_5332	Med-fast
MSMEG_5333	Slow
MSMEG_5335	Med-slow
MSMEG_5336	Med-slow
MSMEG_5339	Med-fast
MSMEG_5340	Fast
MSMEG_5345	Fast
MSMEG_5346	Med-fast
MSMEG_5349	Fast
MSMEG_5351	Fast
MSMEG_5354	Med-slow
MSMEG_5355	Slow
MSMEG_5358	Med-fast
MSMEG_5362	Med-fast
MSMEG_5363	Med-fast
MSMEG_5368	Med-fast
MSMEG_5369	Fast
MSMEG_5370	Fast
MSMEG_5371	Med-fast
MSMEG_5372	Med-fast
MSMEG_5373	Slow
MSMEG_5374	Med-fast
MSMEG_5375	Fast
MSMEG_5378	Fast
MSMEG_5379	Med-fast
MSMEG_5385	Fast
MSMEG_5387	Med-slow
MSMEG_5390	Med-fast
MSMEG_5395	Fast
MSMEG_5396	Med-fast
MSMEG_5400	Slow
MSMEG_5404	Med-fast
MSMEG_5406	Slow
MSMEG_5407	Med-fast
MSMEG_5408	Med-fast
MSMEG_5409	Fast
MSMEG_5411	Med-fast
MSMEG_5412	Slow
MSMEG_5413	Med-fast
MSMEG_5414	Med-fast
MSMEG_5415	Slow
MSMEG_5416	Fast
MSMEG_5418	Fast
MSMEG_5420	Med-fast
MSMEG_5421	Slow
MSMEG_5422	Slow
MSMEG_5423	Fast
MSMEG_5424	Med-fast
MSMEG_5426	Fast
MSMEG_5427	Fast
MSMEG_5428	Fast
MSMEG_5429	Fast
MSMEG_5430	Fast
MSMEG_5431	Med-fast
MSMEG_5432	Med-fast
MSMEG_5435	Fast
MSMEG_5436	Med-fast
MSMEG_5437	Med-fast
MSMEG_5438	Med-fast
MSMEG_5439	Fast
MSMEG_5440	Med-fast
MSMEG_5441	Med-fast
MSMEG_5442	Med-fast
MSMEG_5445	Med-fast
MSMEG_5446	Slow
MSMEG_5447	Fast
MSMEG_5448	Fast
MSMEG_5450	Fast
MSMEG_5451	Med-fast
MSMEG_5452	Fast
MSMEG_5453	Med-slow
MSMEG_5454	Slow
MSMEG_5458	Fast
MSMEG_5461	Fast
MSMEG_5462	Med-fast
MSMEG_5463	Med-fast
MSMEG_5464	Fast
MSMEG_5466	Med-fast
MSMEG_5468	Fast
MSMEG_5469	Fast
MSMEG_5470	Med-fast
MSMEG_5471	Med-fast
MSMEG_5472	Med-fast
MSMEG_5473	Med-fast
MSMEG_5475	Med-fast
MSMEG_5476	Med-slow
MSMEG_5478	Slow
MSMEG_5479	Fast
MSMEG_5480	Med-fast
MSMEG_5481	Fast
MSMEG_5483	Med-fast
MSMEG_5484	Med-fast
MSMEG_5485	Slow
MSMEG_5486	Slow
MSMEG_5487	Fast
MSMEG_5488	Fast
MSMEG_5489	Med-fast
MSMEG_5490	Med-fast
MSMEG_5492	Med-fast
MSMEG_5493	Slow
MSMEG_5495	Slow
MSMEG_5502	Fast
MSMEG_5505	Fast
MSMEG_5506	Med-fast
MSMEG_5507	Med-fast
MSMEG_5509	Med-fast
MSMEG_5511	Med-fast
MSMEG_5512	Slow
MSMEG_5513	Fast
MSMEG_5514	Med-fast
MSMEG_5515	Slow
MSMEG_5516	Med-fast
MSMEG_5517	Med-fast
MSMEG_5518	Slow
MSMEG_5519	Slow
MSMEG_5520	Med-fast
MSMEG_5521	Med-fast
MSMEG_5522	Med-fast
MSMEG_5523	Med-fast
MSMEG_5524	Slow
MSMEG_5525	Slow
MSMEG_5526	Med-fast
MSMEG_5527	Fast
MSMEG_5532	Slow
MSMEG_5533	Slow
MSMEG_5534	Fast
MSMEG_5535	Med-fast
MSMEG_5536	Med-fast
MSMEG_5537	Fast
MSMEG_5538	Med-fast
MSMEG_5539	Med-slow
MSMEG_5540	Slow
MSMEG_5541	Med-fast
MSMEG_5544	Med-fast
MSMEG_5545	Med-fast
MSMEG_5546	Fast
MSMEG_5547	Med-fast
MSMEG_5548	Med-fast
MSMEG_5551	Fast
MSMEG_5552	Fast
MSMEG_5553	Fast
MSMEG_5554	Med-fast
MSMEG_5556	Fast
MSMEG_5557	Fast
MSMEG_5560	Med-slow
MSMEG_5561	Fast
MSMEG_5562	Med-slow
MSMEG_5563	Med-fast
MSMEG_5565	Fast
MSMEG_5566	Fast
MSMEG_5568	Slow
MSMEG_5569	Med-fast
MSMEG_5570	Med-fast
MSMEG_5572	Med-fast
MSMEG_5573	Med-fast
MSMEG_5574	Med-fast
MSMEG_5576	Med-fast
MSMEG_5577	Med-fast
MSMEG_5580	Med-fast
MSMEG_5581	Med-fast
MSMEG_5582	Med-fast
MSMEG_5583	Med-fast
MSMEG_5584	Med-fast
MSMEG_5585	Fast
MSMEG_5586	Med-slow
MSMEG_5587	Med-fast
MSMEG_5588	Med-fast
MSMEG_5589	Med-fast
MSMEG_5590	Med-fast
MSMEG_5591	Fast
MSMEG_5592	Med-fast
MSMEG_5593	Slow
MSMEG_5594	Fast
MSMEG_5595	Fast
MSMEG_5596	Slow
MSMEG_5597	Med-fast
MSMEG_5599	Fast
MSMEG_5600	Fast
MSMEG_5601	Slow
MSMEG_5603	Med-fast
MSMEG_5604	Fast
MSMEG_5605	Med-fast
MSMEG_5607	Med-fast
MSMEG_5608	Fast
MSMEG_5609	Med-fast
MSMEG_5610	Med-fast
MSMEG_5611	Med-fast
MSMEG_5612	Med-fast
MSMEG_5613	Slow
MSMEG_5614	Slow
MSMEG_5615	Slow
MSMEG_5618	Slow
MSMEG_5620	Slow
MSMEG_5622	Med-fast
MSMEG_5626	Med-fast
MSMEG_5629	Fast
MSMEG_5630	Fast
MSMEG_5631	Fast
MSMEG_5633	Slow
MSMEG_5634	Med-fast
MSMEG_5635	Med-fast
MSMEG_5636	Slow
MSMEG_5637	Med-fast
MSMEG_5638	Med-fast
MSMEG_5639	Med-slow
MSMEG_5640	Med-fast
MSMEG_5641	Med-fast
MSMEG_5642	Med-fast
MSMEG_5643	Fast
MSMEG_5644	Med-fast
MSMEG_5645	Med-fast
MSMEG_5646	Med-slow
MSMEG_5648	Fast
MSMEG_5652	Med-fast
MSMEG_5653	Slow
MSMEG_5654	Med-fast
MSMEG_5655	Med-fast
MSMEG_5656	Med-fast
MSMEG_5658	Slow
MSMEG_5659	Med-fast
MSMEG_5660	Med-fast
MSMEG_5661	Med-fast
MSMEG_5662	Med-fast
MSMEG_5663	Med-fast
MSMEG_5667	Med-fast
MSMEG_5668	Med-fast
MSMEG_5669	Fast
MSMEG_5670	Med-fast
MSMEG_5671	Med-fast
MSMEG_5672	Med-fast
MSMEG_5673	Med-slow
MSMEG_5674	Med-fast
MSMEG_5675	Med-fast
MSMEG_5676	Fast
MSMEG_5677	Med-fast
MSMEG_5678	Med-fast
MSMEG_5679	Med-fast
MSMEG_5680	Slow
MSMEG_5681	Med-fast
MSMEG_5682	Med-fast
MSMEG_5683	Fast
MSMEG_5684	Fast
MSMEG_5685	Fast
MSMEG_5686	Fast
MSMEG_5687	Fast
MSMEG_5688	Fast
MSMEG_5690	Med-fast
MSMEG_5691	Fast
MSMEG_5692	Fast
MSMEG_5693	Fast
MSMEG_5694	Fast
MSMEG_5695	Fast
MSMEG_5696	Fast
MSMEG_5697	Fast
MSMEG_5698	Med-slow
MSMEG_5699	Fast
MSMEG_5700	Fast
MSMEG_5701	Med-fast
MSMEG_5702	Fast
MSMEG_5703	Med-fast
MSMEG_5704	Med-fast
MSMEG_5705	Fast
MSMEG_5706	Med-fast
MSMEG_5707	Slow
MSMEG_5708	Med-fast
MSMEG_5709	Med-fast
MSMEG_5710	Med-fast
MSMEG_5712	Med-fast
MSMEG_5713	Med-slow
MSMEG_5714	Med-fast
MSMEG_5715	Fast
MSMEG_5717	Slow
MSMEG_5719	Slow
MSMEG_5720	Slow
MSMEG_5721	Slow
MSMEG_5723	Med-slow
MSMEG_5725	Fast
MSMEG_5726	Fast
MSMEG_5727	Med-fast
MSMEG_5728	Slow
MSMEG_5729	Slow
MSMEG_5730	Med-slow
MSMEG_5731	Med-fast
MSMEG_5734	Slow
MSMEG_5735	Med-fast
MSMEG_5736	Slow
MSMEG_5738	Med-fast
MSMEG_5739	Med-fast
MSMEG_5740	Med-slow
MSMEG_5741	Med-fast
MSMEG_5743	Slow
MSMEG_5746	Med-fast
MSMEG_5747	Med-fast
MSMEG_5748	Med-fast
MSMEG_5749	Med-fast
MSMEG_5750	Med-fast
MSMEG_5751	Med-fast
MSMEG_5760	Med-slow
MSMEG_5761	Slow
