 	transcript_5p20nt_Avg_First5nt_UnpairedProb
MSMEG_3349	NA
MSMEG_3350	NA
MSMEG_3351	NA
MSMEG_3352	0.9920
MSMEG_3353	NA
MSMEG_3354	NA
MSMEG_3355	NA
MSMEG_3356	NA
MSMEG_3357	0.9755
MSMEG_3358	0.3330
MSMEG_3359	0.9229
MSMEG_3360	0.7763
MSMEG_3361	0.2958
MSMEG_3362	NA
MSMEG_3363	0.5572
MSMEG_3364	NA
MSMEG_3365	0.7555
MSMEG_3366	NA
MSMEG_3367	NA
MSMEG_3368	NA
MSMEG_3369	NA
MSMEG_3370	0.6455
MSMEG_3372	NA
MSMEG_3373	NA
MSMEG_3374	NA
MSMEG_3375	0.7680
MSMEG_3376	0.5871
MSMEG_3377	0.5366
MSMEG_3378	0.9358
MSMEG_3379	0.5005
MSMEG_3380	0.7989
MSMEG_3381	NA
MSMEG_3382	0.3847
MSMEG_3383	0.3973
MSMEG_3384	NA
MSMEG_3385	NA
MSMEG_3386	NA
MSMEG_3387	NA
MSMEG_3388	NA
MSMEG_3389	0.9265
MSMEG_3390	NA
MSMEG_3391	NA
MSMEG_3392	NA
MSMEG_3393	NA
MSMEG_3394	NA
MSMEG_3395	0.4445
MSMEG_3396	NA
MSMEG_3397	NA
MSMEG_3398	NA
MSMEG_3400	0.8996
MSMEG_3401	NA
MSMEG_3402	NA
MSMEG_3403	NA
MSMEG_3404	NA
MSMEG_3405	NA
MSMEG_3406	NA
MSMEG_3407	0.3526
MSMEG_3408	0.9943
MSMEG_3409	NA
MSMEG_3410	NA
MSMEG_3411	0.4836
MSMEG_3412	0.3673
MSMEG_3414	NA
MSMEG_3415	NA
MSMEG_3416	NA
MSMEG_3417	NA
MSMEG_3418	0.3590
MSMEG_3419	0.9936
MSMEG_3420	NA
MSMEG_3421	0.9982
MSMEG_3422	0.2046
MSMEG_3423	NA
MSMEG_3424	NA
MSMEG_3425	0.2792
MSMEG_3426	0.4879
MSMEG_3427	NA
MSMEG_3428	NA
MSMEG_3429	NA
MSMEG_3430	0.9404
MSMEG_3431	NA
MSMEG_3432	0.4773
MSMEG_3433	0.1835
MSMEG_3434	0.2467
MSMEG_3435	0.7619
MSMEG_3436	NA
MSMEG_3437	0.2573
MSMEG_3438	0.4726
MSMEG_3439	0.9882
MSMEG_3440	0.8009
MSMEG_3441	0.5624
MSMEG_3442	0.4895
MSMEG_3443	0.1916
MSMEG_3444	NA
MSMEG_3445	NA
MSMEG_3446	NA
MSMEG_3447	0.4669
MSMEG_3448	NA
MSMEG_3449	0.0042
MSMEG_3450	NA
MSMEG_3451	0.9050
MSMEG_3452	0.7142
MSMEG_3453	NA
MSMEG_3454	0.4632
MSMEG_3455	NA
MSMEG_3456	NA
MSMEG_3457	0.4298
MSMEG_3458	NA
MSMEG_3459	0.7669
MSMEG_3460	0.3001
MSMEG_3461	NA
MSMEG_3462	NA
MSMEG_3463	NA
MSMEG_3464	0.4715
MSMEG_3465	NA
MSMEG_3466	0.5032
MSMEG_3467	NA
MSMEG_3468	0.4327
MSMEG_3469	NA
MSMEG_3470	NA
MSMEG_3471	0.9979
MSMEG_3472	0.6121
MSMEG_3473	NA
MSMEG_3474	NA
MSMEG_3475	0.2002
MSMEG_3476	0.8010
MSMEG_3477	0.2932
MSMEG_3478	NA
MSMEG_3479	0.7659
MSMEG_3480	0.8554
MSMEG_3481	NA
MSMEG_3482	NA
MSMEG_3483	0.9558
MSMEG_3484	NA
MSMEG_3485	NA
MSMEG_3486	NA
MSMEG_3487	0.6647
MSMEG_3488	0.4788
MSMEG_3489	0.2327
MSMEG_3490	0.5496
MSMEG_3491	0.7577
MSMEG_3492	NA
MSMEG_3493	0.9124
MSMEG_3494	0.8020
MSMEG_3495	0.9802
MSMEG_3496	NA
MSMEG_3497	0.3986
MSMEG_3498	NA
MSMEG_3499	0.3382
MSMEG_3500	0.9558
MSMEG_3501	0.8755
MSMEG_3502	NA
MSMEG_3503	0.7075
MSMEG_3504	0.6021
MSMEG_3505	0.6693
MSMEG_3506	0.8919
MSMEG_3507	0.8112
MSMEG_3508	NA
MSMEG_3509	NA
MSMEG_3510	NA
MSMEG_3511	0.2006
MSMEG_3512	NA
MSMEG_3513	0.4642
MSMEG_3514	0.9660
MSMEG_3515	0.9823
MSMEG_3517	NA
MSMEG_3518	NA
MSMEG_3519	0.8522
MSMEG_3520	0.8536
MSMEG_3521	NA
MSMEG_3522	NA
MSMEG_3523	NA
MSMEG_3524	NA
MSMEG_3525	0.7996
MSMEG_3526	NA
MSMEG_3527	NA
MSMEG_3528	0.3475
MSMEG_3529	NA
MSMEG_3530	NA
MSMEG_3531	0.9961
MSMEG_3532	0.6070
MSMEG_3533	NA
MSMEG_3534	0.9496
MSMEG_3535	0.7702
MSMEG_3536	NA
MSMEG_3537	NA
MSMEG_3538	0.4807
MSMEG_3539	NA
MSMEG_3540	0.4558
MSMEG_3541	NA
MSMEG_3542	NA
MSMEG_3543	NA
MSMEG_3544	NA
MSMEG_3545	0.8366
MSMEG_3546	NA
MSMEG_3547	NA
MSMEG_3548	NA
MSMEG_3549	NA
MSMEG_3550	NA
MSMEG_3551	NA
MSMEG_3552	NA
MSMEG_3553	NA
MSMEG_3554	NA
MSMEG_3555	NA
MSMEG_3556	NA
MSMEG_3557	NA
MSMEG_3558	0.9481
MSMEG_3559	NA
MSMEG_3560	NA
MSMEG_3561	0.2511
MSMEG_3562	0.9582
MSMEG_3563	NA
MSMEG_3564	0.8185
MSMEG_3565	NA
MSMEG_3566	0.2936
MSMEG_3567	NA
MSMEG_3568	NA
MSMEG_3569	0.8988
MSMEG_3570	0.4624
MSMEG_3571	NA
MSMEG_3572	NA
MSMEG_3573	NA
MSMEG_3574	0.9860
MSMEG_3575	0.2815
MSMEG_3576	NA
MSMEG_3577	NA
MSMEG_3578	0.6991
MSMEG_3579	NA
MSMEG_3580	0.8626
MSMEG_3581	NA
MSMEG_3582	NA
MSMEG_3583	0.0656
MSMEG_3584	NA
MSMEG_3585	NA
MSMEG_3586	NA
MSMEG_3587	NA
MSMEG_3588	NA
MSMEG_3589	0.4708
MSMEG_3590	NA
MSMEG_3591	NA
MSMEG_3592	0.2253
MSMEG_3593	NA
MSMEG_3594	0.3139
MSMEG_3595	NA
MSMEG_3596	NA
MSMEG_3597	NA
MSMEG_3598	NA
MSMEG_3599	NA
MSMEG_3600	NA
MSMEG_3601	NA
MSMEG_3602	NA
MSMEG_3603	NA
MSMEG_3604	NA
MSMEG_3605	0.9711
MSMEG_3606	NA
MSMEG_3607	NA
MSMEG_3608	0.2163
MSMEG_3609	NA
MSMEG_3610	NA
MSMEG_3611	NA
MSMEG_3612	0.5188
MSMEG_3613	0.3104
MSMEG_3614	0.8008
MSMEG_3615	0.8045
MSMEG_3616	0.2377
MSMEG_3617	NA
MSMEG_3618	NA
MSMEG_3619	0.9981
MSMEG_3620	0.2872
MSMEG_3621	0.2325
MSMEG_3622	NA
MSMEG_3623	NA
MSMEG_3624	NA
MSMEG_3625	NA
MSMEG_3626	NA
MSMEG_3627	0.0453
MSMEG_3628	0.5784
MSMEG_3629	NA
MSMEG_3630	0.4943
MSMEG_3631	0.4444
MSMEG_3632	0.9878
MSMEG_3633	0.5329
MSMEG_3634	0.3661
MSMEG_3635	NA
MSMEG_3636	0.9314
MSMEG_3637	NA
MSMEG_3638	NA
MSMEG_3639	0.0337
MSMEG_3640	NA
MSMEG_3641	0.8351
MSMEG_3642	0.4197
MSMEG_3643	NA
MSMEG_3644	0.8112
MSMEG_3645	0.2490
MSMEG_3646	NA
MSMEG_3647	0.5149
MSMEG_3648	0.4411
MSMEG_3649	0.2061
MSMEG_3650	0.9432
MSMEG_3651	NA
MSMEG_3652	NA
MSMEG_3653	NA
MSMEG_3654	0.2117
MSMEG_3655	NA
MSMEG_3656	NA
MSMEG_3657	NA
MSMEG_3658	0.4334
MSMEG_3659	0.7602
MSMEG_3660	0.8299
MSMEG_3661	NA
MSMEG_3662	NA
MSMEG_3663	0.6756
MSMEG_3664	NA
MSMEG_3665	NA
MSMEG_3666	0.4868
MSMEG_3667	0.9908
MSMEG_3668	0.3957
MSMEG_3669	NA
MSMEG_3670	0.3226
MSMEG_3671	0.6133
MSMEG_3672	NA
MSMEG_3673	NA
MSMEG_3674	0.8036
MSMEG_3675	0.9325
MSMEG_3676	NA
MSMEG_3677	0.5918
MSMEG_3678	0.8058
MSMEG_3679	NA
MSMEG_3680	0.9361
MSMEG_3681	0.6762
MSMEG_3682	0.6415
MSMEG_3683	0.7431
MSMEG_3684	NA
MSMEG_3685	0.6927
MSMEG_3686	0.4710
MSMEG_3687	0.6441
MSMEG_3688	NA
MSMEG_3689	0.8081
MSMEG_3691	NA
MSMEG_3692	0.0120
MSMEG_3693	0.2046
MSMEG_3694	0.8484
MSMEG_3695	NA
MSMEG_3696	0.0522
MSMEG_3697	NA
MSMEG_3698	NA
MSMEG_3699	NA
MSMEG_3700	NA
MSMEG_3701	NA
MSMEG_3703	NA
MSMEG_3704	NA
MSMEG_3705	NA
MSMEG_3706	0.5685
MSMEG_3707	NA
MSMEG_3708	0.9080
MSMEG_3709	NA
MSMEG_3710	NA
MSMEG_3711	NA
MSMEG_3712	NA
MSMEG_3713	NA
MSMEG_3714	0.3815
MSMEG_3715	NA
MSMEG_3716	NA
MSMEG_3718	0.4407
MSMEG_3719	NA
MSMEG_3720	NA
MSMEG_3721	NA
MSMEG_3722	NA
MSMEG_3723	NA
MSMEG_3724	NA
MSMEG_3725	0.5145
MSMEG_3726	NA
MSMEG_3727	0.9918
MSMEG_3728	NA
MSMEG_3729	NA
MSMEG_3730	0.9965
MSMEG_3731	NA
MSMEG_3732	NA
MSMEG_3733	0.9983
MSMEG_3735	NA
MSMEG_3736	0.1486
MSMEG_3737	0.7526
MSMEG_3738	NA
MSMEG_3739	NA
MSMEG_3740	NA
MSMEG_3741	0.7849
MSMEG_3742	NA
MSMEG_3743	0.9946
MSMEG_3744	0.2043
MSMEG_3745	NA
MSMEG_3746	0.2076
MSMEG_3748	0.8666
MSMEG_3750	0.6777
MSMEG_3751	NA
MSMEG_3752	0.9814
MSMEG_3753	NA
MSMEG_3754	0.9805
MSMEG_3758	NA
MSMEG_3759	0.7241
MSMEG_3760	NA
MSMEG_3761	NA
MSMEG_3762	NA
MSMEG_3763	NA
MSMEG_3764	0.8338
MSMEG_3765	0.3339
MSMEG_3766	0.7646
MSMEG_3767	0.2591
MSMEG_3768	0.7396
MSMEG_3769	NA
MSMEG_3770	NA
MSMEG_3771	NA
MSMEG_3772	NA
MSMEG_3773	NA
MSMEG_3774	0.5982
MSMEG_3775	0.9989
MSMEG_3776	0.7493
MSMEG_3777	NA
MSMEG_3778	0.6306
MSMEG_3779	NA
MSMEG_3780	0.8352
MSMEG_3781	NA
MSMEG_3782	NA
MSMEG_3783	NA
MSMEG_3784	0.2258
MSMEG_3785	0.7983
MSMEG_3786	0.7051
MSMEG_3787	NA
MSMEG_3788	NA
MSMEG_3789	NA
MSMEG_3790	NA
MSMEG_3791	0.9996
MSMEG_3792	0.6038
MSMEG_3793	NA
MSMEG_3794	0.6282
MSMEG_3795	0.2041
MSMEG_3796	0.5655
MSMEG_3797	NA
MSMEG_3798	NA
MSMEG_3799	0.6260
MSMEG_3800	0.0006
MSMEG_3801	NA
MSMEG_3802	0.3832
MSMEG_3803	0.9645
MSMEG_3804	0.9932
MSMEG_3805	NA
MSMEG_3806	NA
MSMEG_3807	0.2413
MSMEG_3808	0.4602
MSMEG_3809	NA
MSMEG_3810	0.9119
MSMEG_3811	0.6271
MSMEG_3812	0.4327
MSMEG_3813	NA
MSMEG_3815	NA
MSMEG_3816	NA
MSMEG_3817	NA
MSMEG_3818	NA
MSMEG_3819	0.8050
MSMEG_3820	NA
MSMEG_3821	NA
MSMEG_3822	NA
MSMEG_3823	NA
MSMEG_3824	NA
MSMEG_3825	NA
MSMEG_3826	NA
MSMEG_3827	NA
MSMEG_3828	NA
MSMEG_3829	NA
MSMEG_3830	NA
MSMEG_3831	0.8442
MSMEG_3832	NA
MSMEG_3833	0.2261
MSMEG_3834	NA
MSMEG_3835	0.2065
MSMEG_3836	0.9988
MSMEG_3837	NA
MSMEG_3838	NA
MSMEG_3839	0.5550
MSMEG_3840	NA
MSMEG_3841	NA
MSMEG_3842	NA
MSMEG_3843	0.4631
MSMEG_3844	NA
MSMEG_3845	0.6166
MSMEG_3846	0.6393
MSMEG_3847	NA
MSMEG_3848	0.6028
MSMEG_3849	NA
MSMEG_3850	NA
MSMEG_3851	NA
MSMEG_3852	NA
MSMEG_3853	NA
MSMEG_3854	0.1819
MSMEG_3855	0.9518
MSMEG_3856	0.3003
MSMEG_3857	NA
MSMEG_3858	0.2805
MSMEG_3859	NA
MSMEG_3860	NA
MSMEG_3861	0.3075
MSMEG_3862	0.6993
MSMEG_3863	0.2187
MSMEG_3864	0.5861
MSMEG_3865	NA
MSMEG_3866	NA
MSMEG_3867	NA
MSMEG_3868	NA
MSMEG_3869	0.7755
MSMEG_3870	NA
MSMEG_3871	NA
MSMEG_3872	0.7927
MSMEG_3873	NA
MSMEG_3874	0.5530
MSMEG_3875	NA
MSMEG_3876	NA
MSMEG_3877	0.4432
MSMEG_3878	NA
MSMEG_3879	0.4507
MSMEG_3880	0.7026
MSMEG_3881	0.6253
MSMEG_3882	NA
MSMEG_3883	NA
MSMEG_3884	NA
MSMEG_3885	NA
MSMEG_3886	NA
MSMEG_3887	0.9537
MSMEG_3888	NA
MSMEG_3890	0.7688
MSMEG_3891	NA
MSMEG_3892	NA
MSMEG_3893	NA
MSMEG_3894	NA
MSMEG_3895	NA
MSMEG_3896	0.4056
MSMEG_3897	NA
MSMEG_3898	NA
MSMEG_3899	NA
MSMEG_3900	NA
MSMEG_3901	0.9425
MSMEG_3902	0.8096
MSMEG_3903	0.9994
MSMEG_3904	0.2331
MSMEG_3905	NA
MSMEG_3906	0.4069
MSMEG_3907	NA
MSMEG_3908	NA
MSMEG_3909	0.8197
MSMEG_3910	NA
MSMEG_3911	NA
MSMEG_3912	NA
MSMEG_3913	NA
MSMEG_3914	NA
MSMEG_3915	NA
MSMEG_3916	0.9495
MSMEG_3917	NA
MSMEG_3918	0.8762
MSMEG_3919	0.9385
MSMEG_3920	NA
MSMEG_3921	0.2709
MSMEG_3922	NA
MSMEG_3923	0.5748
MSMEG_3924	NA
MSMEG_3925	NA
MSMEG_3926	NA
MSMEG_3927	0.2079
MSMEG_3928	NA
MSMEG_3929	NA
MSMEG_3930	0.7646
MSMEG_3931	NA
MSMEG_3932	NA
MSMEG_3933	NA
MSMEG_3934	NA
MSMEG_3935	NA
MSMEG_3936	NA
MSMEG_3937	NA
MSMEG_3938	NA
MSMEG_3939	NA
MSMEG_3940	NA
MSMEG_3941	NA
MSMEG_3942	NA
MSMEG_3943	NA
MSMEG_3944	NA
MSMEG_3945	NA
MSMEG_3946	NA
MSMEG_3947	NA
MSMEG_3948	NA
MSMEG_3949	NA
MSMEG_3950	0.6627
MSMEG_3951	NA
MSMEG_3952	NA
MSMEG_3953	NA
MSMEG_3954	NA
MSMEG_3955	NA
MSMEG_3956	NA
MSMEG_3957	NA
MSMEG_3958	0.6027
MSMEG_3959	0.2164
MSMEG_3960	0.5134
MSMEG_3961	0.6450
MSMEG_3962	0.8439
MSMEG_3963	NA
MSMEG_3964	NA
MSMEG_3965	0.9533
MSMEG_3966	NA
MSMEG_3967	0.6133
MSMEG_3968	0.2008
MSMEG_3969	0.7136
MSMEG_3970	NA
MSMEG_3971	NA
MSMEG_3972	NA
MSMEG_3973	NA
MSMEG_3975	0.8238
MSMEG_3976	0.3554
MSMEG_3977	0.3137
MSMEG_3978	0.7303
MSMEG_3980	0.9230
MSMEG_3981	NA
MSMEG_3982	NA
MSMEG_3984	NA
MSMEG_3985	NA
MSMEG_3986	NA
MSMEG_3987	NA
MSMEG_3988	0.1989
MSMEG_3989	NA
MSMEG_3990	NA
MSMEG_3991	NA
MSMEG_3992	NA
MSMEG_3993	NA
MSMEG_3994	NA
MSMEG_3995	NA
MSMEG_3996	NA
MSMEG_3997	0.7641
MSMEG_3998	NA
MSMEG_3999	NA
MSMEG_4000	NA
MSMEG_4001	NA
MSMEG_4002	NA
MSMEG_4003	NA
MSMEG_4004	NA
MSMEG_4005	NA
MSMEG_4006	NA
MSMEG_4007	0.8601
MSMEG_4008	NA
MSMEG_4009	NA
MSMEG_4010	NA
MSMEG_4011	NA
MSMEG_4012	NA
MSMEG_4013	NA
MSMEG_4014	NA
MSMEG_4015	NA
MSMEG_4016	NA
MSMEG_4017	NA
MSMEG_4018	NA
MSMEG_4019	NA
MSMEG_4020	NA
MSMEG_4021	NA
MSMEG_4022	0.8724
MSMEG_4023	NA
MSMEG_4024	0.2906
MSMEG_4025	NA
MSMEG_4026	NA
MSMEG_4027	NA
MSMEG_4028	NA
MSMEG_4029	0.7109
MSMEG_4030	0.6316
MSMEG_4031	NA
MSMEG_4032	NA
MSMEG_4033	NA
MSMEG_4034	0.3501
MSMEG_4035	NA
MSMEG_4036	NA
MSMEG_4037	0.5186
MSMEG_4038	0.7592
MSMEG_4039	NA
MSMEG_4040	NA
MSMEG_4041	0.8201
MSMEG_4042	0.3405
MSMEG_4043	NA
MSMEG_4044	0.6186
MSMEG_4045	NA
MSMEG_4046	NA
MSMEG_4047	NA
MSMEG_4048	NA
MSMEG_4049	NA
MSMEG_4050	NA
MSMEG_4051	NA
MSMEG_4052	0.9927
MSMEG_4053	0.3216
MSMEG_4054	NA
MSMEG_4055	0.7675
MSMEG_4056	NA
MSMEG_4057	0.5555
MSMEG_4058	NA
MSMEG_4059	NA
MSMEG_4061	NA
MSMEG_4062	NA
MSMEG_4063	NA
MSMEG_4064	NA
MSMEG_4065	NA
MSMEG_4066	NA
MSMEG_4067	0.4552
MSMEG_4068	0.2535
MSMEG_4069	NA
MSMEG_4070	NA
MSMEG_4071	0.7834
MSMEG_4072	NA
MSMEG_4074	NA
MSMEG_4075	NA
MSMEG_4076	NA
MSMEG_4077	NA
MSMEG_4078	NA
MSMEG_4079	0.2814
MSMEG_4081	0.2141
MSMEG_4082	NA
MSMEG_4083	NA
MSMEG_4084	NA
MSMEG_4085	0.9387
MSMEG_4086	NA
MSMEG_4087	0.2814
MSMEG_4088	0.6381
MSMEG_4089	NA
MSMEG_4090	0.1476
MSMEG_4091	NA
MSMEG_4092	NA
MSMEG_4093	NA
MSMEG_4094	NA
MSMEG_4095	NA
MSMEG_4096	NA
MSMEG_4097	NA
MSMEG_4098	NA
MSMEG_4099	NA
MSMEG_4100	NA
MSMEG_4101	NA
MSMEG_4102	NA
MSMEG_4103	NA
MSMEG_4104	NA
MSMEG_4105	NA
MSMEG_4106	NA
MSMEG_4107	NA
MSMEG_4108	0.8171
MSMEG_4109	0.5062
MSMEG_4110	NA
MSMEG_4111	NA
MSMEG_4112	NA
MSMEG_4113	0.1956
MSMEG_4114	NA
MSMEG_4115	NA
MSMEG_4116	0.5573
MSMEG_4117	NA
MSMEG_4118	NA
MSMEG_4119	NA
MSMEG_4120	0.4020
MSMEG_4121	0.6081
MSMEG_4122	NA
MSMEG_4123	0.7433
MSMEG_4124	NA
MSMEG_4125	0.4061
MSMEG_4126	0.9721
MSMEG_4127	NA
MSMEG_4128	0.9550
MSMEG_4129	0.6125
MSMEG_4130	0.9327
MSMEG_4131	NA
MSMEG_4132	0.9100
MSMEG_4133	0.9727
MSMEG_4135	NA
MSMEG_4136	NA
MSMEG_4137	NA
MSMEG_4138	NA
MSMEG_4140	NA
MSMEG_4141	NA
MSMEG_4142	0.3645
MSMEG_4143	0.4927
MSMEG_4144	NA
MSMEG_4145	0.6368
MSMEG_4146	NA
MSMEG_4147	NA
MSMEG_4148	NA
MSMEG_4149	NA
MSMEG_4150	NA
MSMEG_4151	0.3933
MSMEG_4152	NA
MSMEG_4153	0.7604
MSMEG_4154	NA
MSMEG_4155	0.3744
MSMEG_4156	NA
MSMEG_4157	NA
MSMEG_4158	NA
MSMEG_4159	0.2519
MSMEG_4160	0.8688
MSMEG_4161	0.3904
MSMEG_4162	NA
MSMEG_4163	0.3212
MSMEG_4164	NA
MSMEG_4165	0.3994
MSMEG_4166	0.8079
MSMEG_4167	NA
MSMEG_4168	NA
MSMEG_4169	NA
MSMEG_4170	NA
MSMEG_4171	NA
MSMEG_4172	NA
MSMEG_4173	NA
MSMEG_4174	0.4187
MSMEG_4175	0.9900
MSMEG_4176	NA
MSMEG_4178	NA
MSMEG_4179	0.9729
MSMEG_4180	0.5638
MSMEG_4181	NA
MSMEG_4182	NA
MSMEG_4183	0.6023
MSMEG_4184	NA
MSMEG_4185	0.4522
MSMEG_4186	0.3853
MSMEG_4187	NA
MSMEG_4188	0.6077
MSMEG_4189	0.8528
MSMEG_4190	0.5710
MSMEG_4191	NA
MSMEG_4192	0.7032
MSMEG_4193	NA
MSMEG_4194	0.8860
MSMEG_4195	0.9924
MSMEG_4196	0.9989
MSMEG_4197	0.3682
MSMEG_4198	NA
MSMEG_4199	0.9695
MSMEG_4200	0.5292
MSMEG_4202	NA
MSMEG_4203	NA
MSMEG_4204	NA
MSMEG_4205	NA
MSMEG_4207	NA
MSMEG_4208	NA
MSMEG_4209	NA
MSMEG_4210	NA
MSMEG_4211	NA
MSMEG_4212	NA
MSMEG_4213	NA
MSMEG_4214	0.5290
MSMEG_4215	0.2513
MSMEG_4216	0.7670
MSMEG_4217	NA
MSMEG_4218	0.1760
MSMEG_4219	0.8418
MSMEG_4220	NA
MSMEG_4221	NA
MSMEG_4222	0.7985
MSMEG_4223	NA
MSMEG_4224	NA
MSMEG_4225	0.2282
MSMEG_4226	0.7633
MSMEG_4227	NA
MSMEG_4228	0.6861
MSMEG_4229	NA
MSMEG_4230	0.5684
MSMEG_4231	NA
MSMEG_4232	0.9045
MSMEG_4233	NA
MSMEG_4234	NA
MSMEG_4235	0.7392
MSMEG_4236	0.6040
MSMEG_4237	0.9302
MSMEG_4238	0.5939
MSMEG_4239	0.6417
MSMEG_4240	0.2235
MSMEG_4241	NA
MSMEG_4242	0.2882
MSMEG_4243	0.5182
MSMEG_4244	0.4723
MSMEG_4245	0.0380
MSMEG_4246	0.0034
MSMEG_4247	NA
MSMEG_4248	0.4871
MSMEG_4249	0.6905
MSMEG_4250	NA
MSMEG_4251	0.3104
MSMEG_4252	0.3534
MSMEG_4253	0.3589
MSMEG_4254	NA
MSMEG_4255	NA
MSMEG_4256	0.2351
MSMEG_4257	0.9947
MSMEG_4258	0.9843
MSMEG_4259	NA
MSMEG_4260	0.6072
MSMEG_4261	0.5115
MSMEG_4262	NA
MSMEG_4263	NA
MSMEG_4264	0.8607
MSMEG_4265	NA
MSMEG_4266	NA
MSMEG_4267	NA
MSMEG_4268	0.9903
MSMEG_4269	0.8040
MSMEG_4270	0.8024
MSMEG_4271	0.0080
MSMEG_4272	0.6484
MSMEG_4273	0.9287
MSMEG_4274	0.7650
MSMEG_4275	NA
MSMEG_4276	0.9627
MSMEG_4277	NA
MSMEG_4278	0.5165
MSMEG_4279	NA
MSMEG_4280	0.4430
MSMEG_4281	NA
MSMEG_4282	0.7021
MSMEG_4283	0.6584
MSMEG_4284	0.8204
MSMEG_4285	0.9760
MSMEG_4286	0.8061
MSMEG_4287	0.4312
MSMEG_4288	NA
MSMEG_4289	0.0179
MSMEG_4290	0.6531
MSMEG_4291	NA
MSMEG_4292	0.9847
MSMEG_4293	NA
MSMEG_4294	NA
MSMEG_4295	0.2455
MSMEG_4296	NA
MSMEG_4297	NA
MSMEG_4298	0.4028
MSMEG_4299	0.9362
MSMEG_4300	NA
MSMEG_4301	NA
MSMEG_4302	0.8447
MSMEG_4303	NA
MSMEG_4304	0.9710
MSMEG_4305	NA
MSMEG_4306	NA
MSMEG_4307	0.8184
MSMEG_4308	0.3827
MSMEG_4309	NA
MSMEG_4310	0.5489
MSMEG_4311	NA
MSMEG_4313	0.6140
MSMEG_4314	0.4171
MSMEG_4315	NA
MSMEG_4316	NA
MSMEG_4317	NA
MSMEG_4318	NA
MSMEG_4320	0.8485
MSMEG_4321	0.9933
MSMEG_4322	0.2365
MSMEG_4323	0.9385
MSMEG_4324	NA
MSMEG_4325	0.4034
MSMEG_4326	0.9617
MSMEG_4327	NA
MSMEG_4328	NA
MSMEG_4329	NA
MSMEG_4330	0.9787
MSMEG_4331	NA
MSMEG_4332	NA
MSMEG_4333	0.3602
MSMEG_4334	NA
MSMEG_4335	NA
MSMEG_4336	0.7899
MSMEG_4337	0.6746
MSMEG_4338	0.9524
MSMEG_4339	NA
MSMEG_4340	0.4045
MSMEG_4341	NA
MSMEG_4342	NA
MSMEG_4343	NA
MSMEG_4344	NA
MSMEG_4345	NA
MSMEG_4346	NA
MSMEG_4347	0.0833
MSMEG_4348	NA
MSMEG_4349	0.5333
MSMEG_4350	NA
MSMEG_4351	0.0514
MSMEG_4352	NA
MSMEG_4353	0.5250
MSMEG_4354	0.0045
MSMEG_4355	NA
MSMEG_4356	NA
MSMEG_4357	NA
MSMEG_4358	0.7577
MSMEG_4359	0.1347
MSMEG_4360	0.2022
MSMEG_4361	0.2159
MSMEG_4362	NA
MSMEG_4363	NA
MSMEG_4364	NA
MSMEG_4365	0.3669
MSMEG_4366	0.5984
MSMEG_4367	0.4758
MSMEG_4368	0.3880
MSMEG_4369	NA
MSMEG_4370	NA
MSMEG_4371	0.0386
MSMEG_4372	NA
MSMEG_4373	NA
MSMEG_4374	NA
MSMEG_4375	NA
MSMEG_4376	NA
MSMEG_4377	NA
MSMEG_4378	NA
MSMEG_4379	0.7654
MSMEG_4380	NA
MSMEG_4381	0.6753
MSMEG_4382	NA
MSMEG_4383	0.9810
MSMEG_4384	0.9989
MSMEG_4385	0.9490
MSMEG_4386	NA
MSMEG_4387	NA
MSMEG_4388	NA
MSMEG_4389	NA
MSMEG_4390	NA
MSMEG_4391	NA
MSMEG_4392	0.7159
MSMEG_4393	NA
MSMEG_4394	0.8116
MSMEG_4395	0.2055
MSMEG_4396	0.4578
MSMEG_4397	NA
MSMEG_4398	NA
MSMEG_4399	0.5128
MSMEG_4400	NA
MSMEG_4401	0.4501
MSMEG_4402	0.0522
MSMEG_4403	NA
MSMEG_4404	NA
MSMEG_4405	NA
MSMEG_4406	NA
MSMEG_4407	NA
MSMEG_4408	NA
MSMEG_4409	NA
MSMEG_4410	0.0018
MSMEG_4411	NA
MSMEG_4412	NA
MSMEG_4413	NA
MSMEG_4414	NA
MSMEG_4415	NA
MSMEG_4416	NA
MSMEG_4417	NA
MSMEG_4418	NA
MSMEG_4419	NA
MSMEG_4420	NA
MSMEG_4421	NA
MSMEG_4422	NA
MSMEG_4423	NA
MSMEG_4424	NA
MSMEG_4425	NA
MSMEG_4426	NA
MSMEG_4427	NA
MSMEG_4428	NA
MSMEG_4429	NA
MSMEG_4430	0.2019
MSMEG_4431	0.7379
MSMEG_4432	NA
MSMEG_4433	NA
MSMEG_4434	NA
MSMEG_4435	NA
MSMEG_4436	NA
MSMEG_4437	NA
MSMEG_4438	NA
MSMEG_4439	NA
MSMEG_4440	NA
MSMEG_4441	NA
MSMEG_4442	NA
MSMEG_4443	NA
MSMEG_4444	NA
MSMEG_4445	NA
MSMEG_4447	0.8113
MSMEG_4448	NA
MSMEG_4449	0.6382
MSMEG_4450	0.9976
MSMEG_4451	NA
MSMEG_4453	0.8933
MSMEG_4454	0.6134
MSMEG_4455	NA
MSMEG_4456	0.2342
MSMEG_4457	NA
MSMEG_4458	0.7948
MSMEG_4459	NA
MSMEG_4460	0.6147
MSMEG_4461	0.7508
MSMEG_4462	NA
MSMEG_4463	NA
MSMEG_4464	0.6725
MSMEG_4465	NA
MSMEG_4466	NA
MSMEG_4467	NA
